zzyzzyxx2.rom	game.name	game.name.short	game.publisher	game.year	game.genre	game.romof	game.bios	game.cloneof	game.coinslots	game.control.buttons	game.control.count	game.control.type	game.mature	monitor.count	monitor.freq	monitor.orientation	monitor.ratio.horizontal	monitor.ratio.vertical	monitor.resolution.horizontal	monitor.resolution.vertical	monitor.type
sc_091	Safe Cracker (0.91)	Safe Cracker	Bally	1996	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	512	128	UNKNOWN
sc_14	Safe Cracker (1.4)	Safe Cracker	Bally	1996	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	512	128	UNKNOWN
sc_17n	Safe Cracker (1.7N)	Safe Cracker	Bally	1996	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	512	128	UNKNOWN
sc_17	Safe Cracker (1.7)	Safe Cracker	Bally	1996	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	512	128	UNKNOWN
sc_18n	Safe Cracker (1.8N)	Safe Cracker	Bally	1998	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	512	128	UNKNOWN
sc_18s2	Safe Cracker (1.8 alternate sound)	Safe Cracker	Bally	1998	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	512	128	UNKNOWN
sc_18	Safe Cracker (1.8)	Safe Cracker	Bally	1998	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	512	128	UNKNOWN
sc2drwho																					
sc3000h	SC-3000H	SC-3000H	Sega	1983	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	59.922738	H	UNKNOWN	UNKNOWN	280	216	UNKNOWN
sc3000	SC-3000	SC-3000	Sega	1983	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	59.922738	H	UNKNOWN	UNKNOWN	280	216	UNKNOWN
scandalm	Scandal Mahjong [BET] (Japan 890217)	Scandal Mahjong [BET]	Nichibutsu	1989	Tabletop / Mahjong	scandal	scandal	UNKNOWN	2	2	2	joy4way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	512	224	R
scandal	Scandal Mahjong (Japan 890213)	Scandal Mahjong	Nichibutsu	1989	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy4way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	512	224	R
scatmg2	Scatter Magic II (10001311, NSW/ACT)	Scatter Magic II	Aristocrat	200?	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	480	UNKNOWN
scessjoe	Success Joe (World)	Success Joe	Taito Corporation / Wave	1990	Sports / Boxing	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy4way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	288	208	R
scfinalso	Super Cup Finals (Ver 2.1O 1993/11/19)	Super Cup Finals	Taito Corporation Japan	1993	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	58.970000	H	UNKNOWN	UNKNOWN	320	224	UNKNOWN
scfinals	Super Cup Finals (Ver 2.2O 1994/01/13)	Super Cup Finals	Taito Corporation Japan	1993	Sports / Soccer	UNKNOWN	UNKNOWN	UNKNOWN	4	4	4	dial		UNKNOWN	58.97	H	UNKNOWN	UNKNOWN	320	224	R
scg06nt	Sega Club Golf 2006 Next Tours (Rev A) (GDX-0018A)	Sega Club Golf 2006 Next Tours	Sega	2005	Sports / Golf	UNKNOWN	chihiro	UNKNOWN	4	6	2	joy8way		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	480	R
schamp	Sonic Championship (USA)	Sonic Championship	Sega	1996	Fighter / Versus	UNKNOWN	UNKNOWN	UNKNOWN	2	4	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	496	384	R
schasera	Space Chaser (set 2)	Space Chaser	Taito	1979	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	59.541985	V	UNKNOWN	UNKNOWN	260	224	UNKNOWN
schaserb	Space Chaser (set 3)	Space Chaser	Taito	1979	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	59.541985	V	UNKNOWN	UNKNOWN	260	224	UNKNOWN
schaserc	Space Chaser (set 4)	Space Chaser	Taito	1979	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	59.541985	V	UNKNOWN	UNKNOWN	260	224	UNKNOWN
schasercv	Space Chaser (CV version - set 1)	Space Chaser	Taito	1979	Maze / Collect	schaser	schaser	UNKNOWN	1	1	2	joy4way		UNKNOWN	59.541985	V	UNKNOWN	UNKNOWN	260	224	R
schaserm	Space Chaser (Model Racing bootleg)	Space Chaser	bootleg (Model Racing)	1979	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	59.541985	V	UNKNOWN	UNKNOWN	260	224	UNKNOWN
schaser	Space Chaser (set 1)	Space Chaser	Taito	1979	Maze / Collect	UNKNOWN	UNKNOWN	UNKNOWN	1	1	2	joy4way		UNKNOWN	59.541985	V	UNKNOWN	UNKNOWN	260	224	R
schasrcv	Space Chaser (CV version)	Space Chaser	UNKNOWN	1979	Maze	UNKNOWN	UNKNOWN	schaser	UNKNOWN	UNKNOWN	2	UNKNOWN		UNKNOWN	60	V	3	4	260	224	R
scherrym	Super Cherry Master	Super Cherry Master	Dyna	2001	Slot Machine / Video Slot	UNKNOWN	UNKNOWN	UNKNOWN	4	6	1	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	512	256	R
schery97a	Skill Cherry '97 (Talking ver. sc3.52c4)	Skill Cherry '97	Amcoe	1997	Slot Machine / Video Slot	schery97	schery97	UNKNOWN	2	5	1	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	512	224	R
schery97	Skill Cherry '97 (Talking ver. sc3.52)	Skill Cherry '97	Amcoe	1997	Slot Machine / Video Slot	UNKNOWN	UNKNOWN	UNKNOWN	2	5	1	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	512	224	R
schmeisr	Schmeiser Robo (Japan)	Schmeiser Robo	Hot-B	1993	Fighter / Versus	UNKNOWN	UNKNOWN	UNKNOWN	2	3	2	joy8way		UNKNOWN	58	H	UNKNOWN	UNKNOWN	320	240	R
scia	Special Criminal Investigation (World set 2)	Special Criminal Investigation	Taito Corporation Japan	1989	Shooter / Driving (chase view)	sci	sci	UNKNOWN	2	6	1	stick		UNKNOWN	60	H	UNKNOWN	UNKNOWN	320	240	R
scij	Special Criminal Investigation (Japan)	Special Criminal Investigation	Taito Corporation	1989	Shooter / Driving (chase view)	sci	sci	UNKNOWN	2	6	1	stick		UNKNOWN	60	H	UNKNOWN	UNKNOWN	320	240	R
scin	Super Special Criminal Investigation (Negro Torino hack)	Super Special Criminal Investigation	hack (Negro Torino)	1991	Shooter / Driving (chase view)	sci	sci	UNKNOWN	2	6	1	stick		UNKNOWN	60	H	UNKNOWN	UNKNOWN	320	240	R
scionc	Scion (Cinematronics)	Scion	Seibu Denshi (Cinematronics license)	1984	Shooter / Flying Vertical	scion	scion	UNKNOWN	2	2	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	240	224	R
scion	Scion	Scion	Seibu Denshi	1984	Shooter / Flying Vertical	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	240	224	R
sci	Special Criminal Investigation (World set 1)	Special Criminal Investigation	Taito Corporation Japan	1989	Shooter / Driving (chase view)	UNKNOWN	UNKNOWN	UNKNOWN	2	6	1	stick		UNKNOWN	60	H	UNKNOWN	UNKNOWN	320	240	R
sciu	Special Criminal Investigation (US)	Special Criminal Investigation	Taito America Corporation	1989	Shooter / Driving (chase view)	sci	sci	UNKNOWN	2	6	1	stick		UNKNOWN	60	H	UNKNOWN	UNKNOWN	320	240	R
scmaster	Super Cherry Master (v1.0)	Super Cherry Master	bootleg	1994	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	512	240	UNKNOWN
scobrab	Super Cobra (bootleg, set 1)	Super Cobra	bootleg	1981	Shooter / Flying Horizontal	scobra	scobra	UNKNOWN	2	2	2	joy8way		UNKNOWN	60.606061	V	UNKNOWN	UNKNOWN	768	224	R
scobrae	Super Cobra (Stern Electronics) (encrypted, KONATEC XC-103SS CPU)	Super Cobra	Konami (Stern Electronics license)	1981	Shooter / Flying Horizontal	UNKNOWN	scobra	scobra	UNKNOWN	UNKNOWN	2	UNKNOWN		UNKNOWN	60.606061	V	3	4	768	224	R
scobrase	Super Cobra (Sega)	Super Cobra	Konami (Sega license)	1981	Shooter / Flying Horizontal	scobra	scobra	UNKNOWN	2	2	2	joy8way		UNKNOWN	60.606061	V	UNKNOWN	UNKNOWN	768	224	R
scobras	Super Cobra (Stern Electronics)	Super Cobra	Konami (Stern Electronics license)	1981	Shooter / Flying Horizontal	scobra	scobra	UNKNOWN	2	2	2	joy8way		UNKNOWN	60.606061	V	UNKNOWN	UNKNOWN	768	224	R
scobra	Super Cobra	Super Cobra	Konami	1981	Shooter / Flying Horizontal	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy8way		UNKNOWN	60.606061	V	UNKNOWN	UNKNOWN	768	224	R
scontraj	Super Contra - Alien no Gyakushuu (Japan)	Super Contra - Alien no Gyakushuu	Konami	1988	Platform / Shooter Scrolling	scontra	scontra	UNKNOWN	2	2	2	joy8way		UNKNOWN	60	V	UNKNOWN	UNKNOWN	320	224	R
scontra	Super Contra	Super Contra	Konami	1988	Platform / Shooter Scrolling	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy8way		UNKNOWN	60	V	UNKNOWN	UNKNOWN	320	224	R
scorpiona	Scorpion (set 2)	Scorpion	Zaccaria	1982	Shooter / Flying Horizontal	scorpion	scorpion	UNKNOWN	2	2	2	joy8way		UNKNOWN	60.606061	V	UNKNOWN	UNKNOWN	768	224	R
scorpionb	Scorpion (set 3)	Scorpion	Zaccaria	1982	Shooter / Flying Horizontal	scorpion	scorpion	UNKNOWN	2	2	2	joy8way		UNKNOWN	60.606061	V	UNKNOWN	UNKNOWN	768	224	R
scorpionmc	Scorpion (Moon Cresta hardware)	Scorpion	bootleg? (Dorneer)	19??	Shooter / Flying Horizontal	scorpion	scorpion	UNKNOWN	1	2	2	joy8way		UNKNOWN	60.606061	V	UNKNOWN	UNKNOWN	768	224	R
scorpion	Scorpion (set 1)	Scorpion	Zaccaria	1982	Shooter / Flying Horizontal	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy8way		UNKNOWN	60.606061	V	UNKNOWN	UNKNOWN	352	296	R
scorpio	Scorpion ZS-256	Scorpion ZS-256	Zonov and Co.	1994	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	50.021084	H	UNKNOWN	UNKNOWN	352	296	UNKNOWN
scorpnmc	Scorpion (Moon Cresta hardware)	Scorpion	UNKNOWN	UNKNOWN	Shooter / Flying Horizontal	UNKNOWN	UNKNOWN	scorpion	UNKNOWN	UNKNOWN	2	UNKNOWN		UNKNOWN	60.60606	V	3	4	768	224	R
scotrsht	Scooter Shooter	Scooter Shooter	Konami	1985	Shooter / Flying	UNKNOWN	UNKNOWN	UNKNOWN	2	1	2	joy8way		UNKNOWN	60	V	UNKNOWN	UNKNOWN	256	224	R
scptour	Smash Court Pro Tournament (SCP1)	Smash Court Pro Tournament	Namco	2002	UNKNOWN	UNKNOWN	sys246	UNKNOWN	1	3	0>	vjoy2way		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	480	R
scrabbled	Scrabble (rev. F) (Protocol)	Scrabble	JPM	1997	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	48.858662	H	UNKNOWN	UNKNOWN	400	300	UNKNOWN
scrabble	Scrabble (rev. F)	Scrabble	JPM	1997	Quiz / Questions in English	UNKNOWN	UNKNOWN	UNKNOWN	6	1	1	lightgun		UNKNOWN	48.858662	H	UNKNOWN	UNKNOWN	400	300	R
scramb2	Scramble (bootleg, set 1)	Scramble	bootleg	1981	Shooter / Flying Horizontal	scramble	scramble	UNKNOWN	2	2	2	joy8way		UNKNOWN	60.606061	V	UNKNOWN	UNKNOWN	256	224	R
scramblb	Scramble (bootleg on Galaxian hardware)	Scramble	bootleg	1981	Shooter / Flying Horizontal	scramble	scramble	UNKNOWN	1	2	2	joy8way		UNKNOWN	60.606061	V	UNKNOWN	UNKNOWN	256	224	R
scramblebb	Scramble (bootleg?)	Scramble	bootleg?	1981	Shooter / Flying Horizontal	UNKNOWN	scramble	scramble	UNKNOWN	UNKNOWN	2	UNKNOWN		UNKNOWN	60.606061	V	3	4	768	224	R
scramblebf	Scramble (Karateco, French bootleg)	Scramble	bootleg (Karateko)	1981	Shooter / Flying Horizontal	scramble	scramble	UNKNOWN	2	2	2	joy8way		UNKNOWN	60.606061	V	UNKNOWN	UNKNOWN	768	224	R
scrambler	Scramble (Reben S.A. Spanish bootleg)	Scramble	bootleg (Reben S.A.)	1981	Shooter / Flying Horizontal	UNKNOWN	scramble	scramble	UNKNOWN	UNKNOWN	2	UNKNOWN		UNKNOWN	60.606061	V	3	4	256	224	R
scrambles2	Scramble (Stern Electronics set 2)	Scramble	Konami (Stern Electronics license)	1981	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.606061	V	UNKNOWN	UNKNOWN	768	224	UNKNOWN
scramble	Scramble	Scramble	Konami	1981	Shooter / Flying Horizontal	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy8way		UNKNOWN	60.606061	V	UNKNOWN	UNKNOWN	768	224	R
scrambles	Scramble (Stern Electronics set 1)	Scramble	Konami (Stern Electronics license)	1981	Shooter / Flying Horizontal	scramble	scramble	UNKNOWN	2	2	2	joy8way		UNKNOWN	60.606061	V	UNKNOWN	UNKNOWN	768	224	R
scrambls	Scramble (Stern)	Scramble	UNKNOWN	1981	Shooter / Flying Horizontal	UNKNOWN	UNKNOWN	scramble	UNKNOWN	UNKNOWN	2	UNKNOWN		UNKNOWN	60.60606	V	3	4	768	224	R
scrambp	Impacto (Billport S.A., Spanish bootleg of Scramble)	Impacto	bootleg (Billport S.A.)	1981	Shooter / Flying Horizontal	UNKNOWN	scramble	scramble	UNKNOWN	UNKNOWN	2	UNKNOWN		UNKNOWN	60.606061	V	3	4	768	224	R
scramce	Scramble (Centromatic S.A., Spanish bootleg)	Scramble	bootleg (Centromatic S.A.)	1981	Shooter / Flying Horizontal	UNKNOWN	scramble	scramble	UNKNOWN	UNKNOWN	2	UNKNOWN		UNKNOWN	60.606061	V	3	4	768	224	R
scrampt	Scramble (Petaco S.A., Spanish bootleg)	Scramble	bootleg (Petaco S.A.)	1981	Shooter / Flying Horizontal	UNKNOWN	scramble	scramble	UNKNOWN	UNKNOWN	2	UNKNOWN		UNKNOWN	60.606061	V	3	4	768	224	R
scramrf	Scramble (Recreativos Franco, Spanish bootleg)	Scramble	bootleg (Recreativos Franco)	1981	Shooter / Flying Horizontal	UNKNOWN	scramble	scramble	UNKNOWN	UNKNOWN	2	UNKNOWN		UNKNOWN	60.606061	V	3	4	768	224	R
screenp1a	Screen Play (Maygay, MV1 Video, ver. 1.9, set 2)	Screen Play	Maygay	1991	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	300	UNKNOWN
screenp1	Screen Play (Maygay, MV1 Video, ver. 1.9, set 1)	Screen Play	Maygay	1991	Slot Machine / Video Slot	screenpl	screenpl	UNKNOWN	5	11	1	lightgun		UNKNOWN	60	H	UNKNOWN	UNKNOWN	640	300	R
screenp2a	Screen Play (Maygay, MV1 Video, ver. 1.9, Isle of Man, set 2)	Screen Play	Maygay	1991	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	300	UNKNOWN
screenp2	Screen Play (Maygay, MV1 Video, ver. 1.9, Isle of Man, set 1)	Screen Play	Maygay	1991	Slot Machine / Video Slot	screenpl	screenpl	UNKNOWN	5	11	1	lightgun		UNKNOWN	60	H	UNKNOWN	UNKNOWN	640	300	R
screenp3a	Screen Play (Maygay, MV1 Video, SA5-083)	Screen Play	Maygay	1991	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	300	UNKNOWN
screenp3	Screen Play (Maygay, MV1 Video, SA5-082)	Screen Play	Maygay	1991	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	300	UNKNOWN
screenp4	Screen Play (Maygay, MV1 Video, ver. ?.?)	Screen Play	Maygay	1991	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	300	UNKNOWN
screenpl	Screen Play (Maygay, MV1 Video, ver. 4.0)	Screen Play	Maygay	1991	Slot Machine / Video Slot	UNKNOWN	UNKNOWN	UNKNOWN	5	11	1	lightgun		UNKNOWN	60	H	UNKNOWN	UNKNOWN	640	300	R
scregg	Scrambled Egg	Scrambled Egg	Technos Japan	1983	Maze / Defeat Enemies	UNKNOWN	UNKNOWN	UNKNOWN	2	1	2	joy4way		UNKNOWN	57	V	UNKNOWN	UNKNOWN	240	240	R
screwloo	Screw Loose (prototype)	Screw Loose	Mylstar	1983	Shooter / Field	UNKNOWN	UNKNOWN	UNKNOWN	2	2	1	doublejoy8way		UNKNOWN	61.419025	H	UNKNOWN	UNKNOWN	256	240	R
scrossa	Stadium Cross (World, alt)	Stadium Cross	Sega	1992	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	416	224	UNKNOWN
scross	Stadium Cross (World)	Stadium Cross	Sega	1992	Driving / Motorbike	UNKNOWN	UNKNOWN	UNKNOWN	2	3	2	pedal		UNKNOWN	60	H	UNKNOWN	UNKNOWN	416	224	R
scrossu	Stadium Cross (US)	Stadium Cross	Sega	1992	Driving / Motorbike	scross	scross	UNKNOWN	2	3	2	pedal		UNKNOWN	60	H	UNKNOWN	UNKNOWN	416	224	R
sctionza	Section Z (set 2)	Section Z	UNKNOWN	1985	Shooter / Flying Horizontal	UNKNOWN	UNKNOWN	sectionz	UNKNOWN	UNKNOWN	2	UNKNOWN		UNKNOWN	60	H	4	3	256	240	R
scuda	Scud Race Twin (Export)	Scud Race Twin	Sega	1996	Driving / Race (chase view)	scud	scud	UNKNOWN	2	8	1	pedal		UNKNOWN	60	H	UNKNOWN	UNKNOWN	496	384	R
scudhamm	Scud Hammer	Scud Hammer	Jaleco	1994	Fighter / Misc.	UNKNOWN	UNKNOWN	UNKNOWN	1	4	1	paddle		UNKNOWN	30	V	UNKNOWN	UNKNOWN	256	224	R
scudj	Scud Race Deluxe (Japan)	Scud Race Deluxe	Sega	1996	Driving / Race (chase view)	scud	scud	UNKNOWN	2	8	1	pedal		UNKNOWN	60	H	UNKNOWN	UNKNOWN	496	384	R
scudplusa	Scud Race Plus	Scud Race Plus	Sega	1997	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	496	384	UNKNOWN
scudplus	Scud Race Plus (Revision A)	Scud Race Plus	Sega	1997	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	496	384	UNKNOWN
scudp	Scud Race Plus (Revision A)	Scud Race Plus	UNKNOWN	1997	UNKNOWN	scud	UNKNOWN	UNKNOWN	2	8	1	pedal		UNKNOWN	60	H	UNKNOWN	UNKNOWN	496	384	R
scud	Scud Race Twin (Australia)	Scud Race Twin	Sega	1996	Driving / Race (chase view)	UNKNOWN	UNKNOWN	UNKNOWN	2	8	1	pedal		UNKNOWN	60	H	UNKNOWN	UNKNOWN	496	384	R
scv_pal	Super Cassette Vision (PAL)	Super Cassette Vision	Yeno	198?	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	42.961937	H	UNKNOWN	UNKNOWN	192	222	UNKNOWN
scv	Super Cassette Vision	Super Cassette Vision	Epoch	1984	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	59.922743	H	UNKNOWN	UNKNOWN	192	222	UNKNOWN
scyclone																					
sddz	Super Dou Di Zhu	Super Dou Di Zhu	IGS	200?	Tabletop / Cards	UNKNOWN	UNKNOWN	UNKNOWN	3	5	0	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	512	256	R
sderbya	Super Derby (v.10.04)	Super Derby	Playmark	1996	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	320	240	UNKNOWN
sderby	Super Derby (Playmark, v.07.03)	Super Derby	Playmark	1996	Casino / Racing	UNKNOWN	UNKNOWN	UNKNOWN	1	2	1	joy4way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	320	240	R
sdfight	SD Fighters (Korea)	SD Fighters	SemiCom / Tirano	1996	Fighter / Versus	UNKNOWN	UNKNOWN	UNKNOWN	2	3	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	320	240	R
sdgndmps	SD Gundam Psycho Salamander no Kyoui	SD Gundam Psycho Salamander no Kyoui	Banpresto / Bandai	1991	Shooter / Walking	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	320	224	R
sdgndmrb	SD Gundam Sangokushi Rainbow Tairiku Senki	SD Gundam Sangokushi Rainbow Tairiku Senki	UNKNOWN	1993	Unplayable	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	4	UNKNOWN		UNKNOWN	60	H	4	3	320	224	R
sdia	SDI - Strategic Defense Initiative (Japan, old, System 16A, FD1089B 317-0027)	SDI - Strategic Defense Initiative	Sega	1987	Shooter / Command	UNKNOWN	sdi	sdi	UNKNOWN	UNKNOWN	2	UNKNOWN		UNKNOWN	60.000000	H	4	3	320	224	R
sdibl2	SDI - Strategic Defense Initiative (bootleg, set 1)	SDI - Strategic Defense Initiative	bootleg	1987	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.054389	H	UNKNOWN	UNKNOWN	320	224	UNKNOWN
sdibl3	SDI - Strategic Defense Initiative (bootleg, set 2)	SDI - Strategic Defense Initiative	bootleg	1987	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.054389	H	UNKNOWN	UNKNOWN	320	224	UNKNOWN
sdibl4	SDI - Strategic Defense Initiative (bootleg, set 3)	SDI - Strategic Defense Initiative	bootleg	1987	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.054389	H	UNKNOWN	UNKNOWN	320	224	UNKNOWN
sdibl5	SDI - Strategic Defense Initiative (bootleg, set 4)	SDI - Strategic Defense Initiative	bootleg	1987	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.054389	H	UNKNOWN	UNKNOWN	320	224	UNKNOWN
sdibl6	SDI - Strategic Defense Initiative (bootleg, set 5)	SDI - Strategic Defense Initiative	bootleg	1987	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.054389	H	UNKNOWN	UNKNOWN	320	224	UNKNOWN
sdibl	SDI - Strategic Defense Initiative (bootleg, original hardware)	SDI - Strategic Defense Initiative	bootleg	1987	Shooter / Command	sdi	sdi	UNKNOWN	2	1	2	trackball		UNKNOWN	60.054389	H	UNKNOWN	UNKNOWN	320	224	R
sdib	SDI - Strategic Defense Initiative (System 16B, FD1089A 317-0028)	SDI - Strategic Defense Initiative	Sega	1987	Shooter / Command	sdi	sdi	UNKNOWN	2	1	2	trackball		UNKNOWN	60.054389	H	UNKNOWN	UNKNOWN	320	224	R
sdioj	SDI - Strategic Defense Initiative (Europe, System 16A, FD1089A 317-0027)	SDI - Strategic Defense Initiative	UNKNOWN	1987	UNKNOWN	UNKNOWN	UNKNOWN	sdi	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60	H	4	3	320	224	R
sdi	SDI - Strategic Defense Initiative (Japan, newer, System 16A, FD1089B 317-0027)	SDI - Strategic Defense Initiative	Sega	1987	Shooter / Command	UNKNOWN	UNKNOWN	UNKNOWN	2	1	2	trackball		UNKNOWN	60	H	UNKNOWN	UNKNOWN	320	224	R
sdk80	SDK-80	SDK-80	Intel	1975	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	50.000000	H	UNKNOWN	UNKNOWN	640	240	UNKNOWN
