zzyzzyxx2.rom	game.name	game.name.short	game.publisher	game.year	game.genre	game.romof	game.bios	game.cloneof	game.coinslots	game.control.buttons	game.control.count	game.control.type	game.mature	monitor.count	monitor.freq	monitor.orientation	monitor.ratio.horizontal	monitor.ratio.vertical	monitor.resolution.horizontal	monitor.resolution.vertical	monitor.type
metrocra	Metro-Cross (set 2)	Metro-Cross	UNKNOWN	1985	Platform / Run Jump Scrolling	UNKNOWN	UNKNOWN	metrocrs	UNKNOWN	UNKNOWN	2	UNKNOWN		UNKNOWN	60.60606	H	4	3	288	224	R
metrocrsa	Metro-Cross (set 2)	Metro-Cross	Namco	1985	Platform / Run, Jump & Scrolling	metrocrs	metrocrs	UNKNOWN	2	1	2	joy8way		UNKNOWN	60.60606	H	UNKNOWN	UNKNOWN	288	224	R
metrocrs	Metro-Cross (set 1)	Metro-Cross	Namco	1985	Platform / Run, Jump & Scrolling	UNKNOWN	UNKNOWN	UNKNOWN	2	1	2	joy8way		UNKNOWN	60.60606	H	UNKNOWN	UNKNOWN	288	224	R
mexico86a	Mexico 86 (bootleg of Kick and Run) (set 2)	Mexico 86	bootleg	1986	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	256	224	UNKNOWN
mexico86	Mexico 86 (bootleg of Kick and Run) (set 1)	Mexico 86	bootleg	1986	Sports / Soccer	kicknrun	kicknrun	UNKNOWN	4	2	4	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	224	R
mf_achas	Astro Chase (Max-A-Flex)	Astro Chase	Exidy / First Star Software	1982	UNKNOWN	maxaflex	maxaflex	UNKNOWN	1	2	4	keyboard		UNKNOWN	59.923329	H	UNKNOWN	UNKNOWN	336	224	R
mf_bdash	Boulder Dash (Max-A-Flex)	Boulder Dash	Exidy / First Star Software	1984	UNKNOWN	maxaflex	maxaflex	UNKNOWN	1	2	4	keyboard		UNKNOWN	59.923329	H	UNKNOWN	UNKNOWN	336	224	R
mf_brist	Bristles (Max-A-Flex)	Bristles	Exidy / First Star Software	1983	UNKNOWN	maxaflex	maxaflex	UNKNOWN	1	2	4	keyboard		UNKNOWN	59.923329	H	UNKNOWN	UNKNOWN	336	224	R
mf_flip	Flip & Flop (Max-A-Flex)	Flip & Flop	Exidy / First Star Software	1983	UNKNOWN	maxaflex	maxaflex	UNKNOWN	1	2	4	keyboard		UNKNOWN	59.923329	H	UNKNOWN	UNKNOWN	336	224	R
mfightcc	Mahjong Fight Club (ver JAC)	Mahjong Fight Club	Konami	2002	UNKNOWN	mfightc	mfightc	UNKNOWN	1	9	0	trackball		UNKNOWN	60	H	UNKNOWN	UNKNOWN	800	600	R
mfightc	Mahjong Fight Club (ver JAD)	Mahjong Fight Club	Konami	2002	UNKNOWN	kviper	kviper	UNKNOWN	1	9	0	trackball		UNKNOWN	60	H	UNKNOWN	UNKNOWN	800	600	R
mfish_11	Multi Fish (031124)	Multi Fish	Igrosoft	2002	UNKNOWN	mfish_3	mfish_13	UNKNOWN	8	1	1	lightgun		UNKNOWN	60	H	UNKNOWN	UNKNOWN	640	480	R
mfish_12a	Multi Fish (040308, banking address hack)	Multi Fish	bootleg	2002	UNKNOWN	mfish_3	mfish_13	UNKNOWN	8	1	1	lightgun		UNKNOWN	60	H	UNKNOWN	UNKNOWN	640	480	R
mfish_12	Multi Fish (040308)	Multi Fish	Igrosoft	2002	UNKNOWN	mfish_3	mfish_13	UNKNOWN	8	1	1	lightgun		UNKNOWN	60	H	UNKNOWN	UNKNOWN	640	480	R
mfish_13	Multi Fish (040316)	Multi Fish	Igrosoft	2002	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	8	1	1	lightgun		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	480	R
mfish_3a	Multi Fish (021124, banking address hack)	Multi Fish	bootleg	2002	UNKNOWN	mfish_3	mfish_13	UNKNOWN	8	1	1	lightgun		UNKNOWN	60	H	UNKNOWN	UNKNOWN	640	480	R
mfish_3	Multi Fish (021124)	Multi Fish	Igrosoft	2002	UNKNOWN	UNKNOWN	mfish_13	UNKNOWN	8	1	1	lightgun		UNKNOWN	60	H	UNKNOWN	UNKNOWN	640	480	R
mfish_6	Multi Fish (030124)	Multi Fish	Igrosoft	2002	UNKNOWN	mfish_3	mfish_13	UNKNOWN	8	1	1	lightgun		UNKNOWN	60	H	UNKNOWN	UNKNOWN	640	480	R
mfish_8	Multi Fish (030522)	Multi Fish	Igrosoft	2002	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	480	UNKNOWN
mfjump	Monster Farm Jump (JAPAN)	Monster Farm Jump	Tecmo	2001	UNKNOWN	tps	tps	UNKNOWN	4	3	4	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	640	480	R
mfunclub	Mahjong Fun Club - Idol Saizensen (Japan)	Mahjong Fun Club - Idol Saizensen	Video System Co.	1989	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	1	2	1	joy2way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	352	240	R
mgakuen2	Mahjong Gakuen 2 Gakuen-chou no Fukushuu	Mahjong Gakuen 2 Gakuen-chou no Fukushuu	Face	1989	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	1	9	2	trackball	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	384	240	R
mgakuen	Mahjong Gakuen	Mahjong Gakuen	Yuga	1988	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	1	9	2	trackball	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	384	240	R
mgames	Match Games	Match Games	Merit	1981	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	512	256	UNKNOWN
mgarden	Magic Garden (AHG1211, Export, 88.26%)	Magic Garden	Aristocrat	1997	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	400	UNKNOWN
mgcldate	Magical Date / Magical Date - dokidoki kokuhaku daisakusen (Ver 2.02J)	Magical Date / Magical Date - dokidoki kokuhaku daisakusen	Taito	1996	Multiplay / Mini-Games	mgcldtex	mgcldtex	UNKNOWN	4	3	4	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	640	480	R
mgcldtea	Magical Date (JAPAN) set 2	Magical Date	UNKNOWN	1996	UNKNOWN	UNKNOWN	UNKNOWN	mgcldate	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60	H	4	3	640	480	R
mgcldtex	Magical Date EX / Magical Date - sotsugyou kokuhaku daisakusen (Ver 2.01J)	Magical Date EX / Magical Date - sotsugyou kokuhaku daisakusen	Taito	1997	UNKNOWN	taitofx1	taitofx1	UNKNOWN	4	3	4	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	640	480	R
mgcrystj	Magical Crystals (Japan, 92/01/13)	Magical Crystals	UNKNOWN	1991	Maze / Shooter Large	UNKNOWN	UNKNOWN	mgcrystl	UNKNOWN	UNKNOWN	2	UNKNOWN		UNKNOWN	60	H	4	3	256	224	R
mgcrystlj	Magical Crystals (Japan, 92/01/13)	Magical Crystals	Kaneko (Atlus license)	1991	Maze / Shooter Large	mgcrystl	mgcrystl	UNKNOWN	2	2	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	224	R
mgcrystl	Magical Crystals (World, 92/01/10)	Magical Crystals	Kaneko	1991	Maze / Shooter Large	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	224	R
mgcrystlo	Magical Crystals (World, 91/12/10)	Magical Crystals	Kaneko	1991	Maze / Shooter Large	mgcrystl	mgcrystl	UNKNOWN	2	2	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	224	R
mgcs	Mahjong Man Guan Cai Shen (V103CS)	Mahjong Man Guan Cai Shen	IGS	1998	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	1	3	1	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	512	240	R
mgctouc	Magic Touch	Magic Touch	Aristocrat	199?	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	400	UNKNOWN
mgdha	Mahjong Man Guan Da Heng (Taiwan, V123T1)	Mahjong Man Guan Da Heng	IGS	1997	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	512	240	UNKNOWN
mgdh	Mahjong Man Guan Da Heng (Taiwan, V123T1)	Mahjong Man Guan Da Heng	IGS	1997	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	1	3	1	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	512	240	R
mgforst	Magic Forrest	Magic Forrest	Aristocrat	200?	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	480	UNKNOWN
mgfx	Man Guan Fu Xing	Man Guan Fu Xing	IGS	2000	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	3	5	0	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	512	256	R
mgion	Gionbana [BET] (Japan 890207)	Gionbana [BET]	Nichibutsu	1989	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	1	2	2	joy4way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	512	240	R
m_gmball	Gamball	Gamball	UNKNOWN	198?	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	4	7	1	lightgun		UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
mgmen89	Mahjong G-MEN'89 (Japan 890425)	Mahjong G-MEN'89	Nichibutsu	1989	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	1	2	2	joy4way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	512	240	R
mgmerm	Magic Mermaid (0251331, US)	Magic Mermaid	Aristocrat	200?	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	480	UNKNOWN
mgnumber	Magic Number	Magic Number	CD Express	1995	UNKNOWN	cd32	cubo	UNKNOWN	1	5	1	joy8way		UNKNOWN	50	H	UNKNOWN	UNKNOWN	703	272	R
mgolf	Atari Mini Golf (prototype)	Atari Mini Golf	Atari	1978	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2	2	1	dial		UNKNOWN	60	V	UNKNOWN	UNKNOWN	256	224	R
mgprem11	Magic Premium (v1.1)	Magic Premium	CD Express	1996	UNKNOWN	cd32	cubo	UNKNOWN	1	10	1	joy2way		UNKNOWN	50	H	UNKNOWN	UNKNOWN	703	272	R
mhavoc2	Major Havoc (rev 2)	Major Havoc	Atari	1983	Shooter / Misc.	UNKNOWN	mhavoc	mhavoc	2	2	2	dial		UNKNOWN	50	H	4	3	640	480	V
mhavoc	Major Havoc (rev 3)	Major Havoc	Atari	1983	Shooter / Misc.	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	dial		UNKNOWN	50	H	4	3	640	480	V
mhavocp	Major Havoc (prototype)	Major Havoc	Atari	1983	Shooter / Misc.	UNKNOWN	mhavoc	mhavoc	2	2	2	dial		UNKNOWN	50	H	4	3	640	480	V
mhavocrv	Major Havoc - Return to Vax	Major Havoc - Return to Vax	Atari / JMA	2006	Shooter / Misc.	UNKNOWN	mhavoc	mhavoc	2	2	2	dial		UNKNOWN	50	H	4	3	640	480	V
mhgaiden	Mahjong Hourouki Gaiden (Japan)	Mahjong Hourouki Gaiden	Home Data	1987	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	1	10	1	dial	TRUE	UNKNOWN	59	H	UNKNOWN	UNKNOWN	432	224	R
mhhonban	Mahjong Housoukyoku Honbanchuu (Japan)	Mahjong Housoukyoku Honbanchuu	Nichibutsu?	199?	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy4way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	640	240	R
m_honmon	Honey Money	Honey Money	UNKNOWN	199?	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	4	7	0	lightgun		UNKNOWN	60	H	UNKNOWN	UNKNOWN	320	224	R
mia2	M.I.A. - Missing in Action (version S)	M.I.A. - Missing in Action	Konami	1989	Platform / Fighter Scrolling	mia	mia	UNKNOWN	2	3	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	304	224	R
miaj	M.I.A. - Missing in Action (version R) (Japan)	M.I.A. - Missing in Action	Konami	1989	Platform / Fighter Scrolling	mia	mia	UNKNOWN	2	3	2	joy8way		UNKNOWN	60.606061	H	UNKNOWN	UNKNOWN	304	224	R
mia	M.I.A. - Missing in Action (version T)	M.I.A. - Missing in Action	Konami	1989	Platform / Fighter Scrolling	UNKNOWN	UNKNOWN	UNKNOWN	2	3	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	304	224	R
mice	Mice	Mice	Microtek International Inc	1980	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	50.000000	H	UNKNOWN	UNKNOWN	640	240	UNKNOWN
micral	Micral 80-22G	Micral 80-22G	Bull R2E	1981	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	384	256	UNKNOWN
microeng	Micro Engenho	Micro Engenho	Spectrum Eletronica (SCOPUS)	1982	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	560	192	UNKNOWN
microkit	COSMAC Microkit	COSMAC Microkit	RCA	1975	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	50.000000	H	UNKNOWN	UNKNOWN	640	240	UNKNOWN
micrombc	Microman Battle Charge (J 990326 V1.000)	Microman Battle Charge	Sega	1999	UNKNOWN	stvbios	stvbios	UNKNOWN	2	6	2	joy8way		UNKNOWN	59.828244	H	UNKNOWN	UNKNOWN	320	224	R
micronic	Micronic 1000	Micronic 1000	Victor Micronic	198?	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	80.000000	H	UNKNOWN	UNKNOWN	120	64	UNKNOWN
microtan	Microtan 65	Microtan 65	Tangerine	1979	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	256	256	UNKNOWN
microvsn	MicroVision	MicroVision	Milton Bradley	1979	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	16	16	UNKNOWN
midnruna	Midnight Run: Road Fighters 2 (AAA, Asia v1.10)	Midnight Run: Road Fighters 2	Konami	1995	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	512	384	UNKNOWN
midnrun	Midnight Run (Euro v1.11)	Midnight Run	Konami	1995	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	1	6	1	pedal		UNKNOWN	60	H	UNKNOWN	UNKNOWN	512	384	R
midresbj	Midnight Resistance (Joystick bootleg)	Midnight Resistance	bootleg	1989	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	57.444853	H	UNKNOWN	UNKNOWN	256	240	UNKNOWN
midresb	Midnight Resistance (bootleg with 68705)	Midnight Resistance	bootleg	1989	UNKNOWN	midres	midres	UNKNOWN	2	5	2	joy8way		UNKNOWN	57.41	H	UNKNOWN	UNKNOWN	256	240	R
midresj	Midnight Resistance (Japan)	Midnight Resistance	Data East Corporation	1989	Platform / Shooter Scrolling	midres	midres	UNKNOWN	2	3	2	joy8way		UNKNOWN	57.41	H	UNKNOWN	UNKNOWN	256	240	R
midres	Midnight Resistance (World)	Midnight Resistance	Data East Corporation	1989	Platform / Shooter Scrolling	UNKNOWN	UNKNOWN	UNKNOWN	2	3	2	joy8way		UNKNOWN	57.41	H	UNKNOWN	UNKNOWN	256	240	R
midresu	Midnight Resistance (US)	Midnight Resistance	Data East USA	1989	Platform / Shooter Scrolling	midres	midres	UNKNOWN	2	3	2	joy8way		UNKNOWN	57.41	H	UNKNOWN	UNKNOWN	256	240	R
miexchng	Money Puzzle Exchanger / Money Idol Exchanger	Money Puzzle Exchanger / Money Idol Exchanger	Face	1997	Puzzle / Toss	neogeo	neogeo	UNKNOWN	2	4	2	joy8way		UNKNOWN	59.185606	H	UNKNOWN	UNKNOWN	320	224	R
mightguy	Mighty Guy	Mighty Guy	Nichibutsu	1986	Fighter / Vertical	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy8way		UNKNOWN	60	V	UNKNOWN	UNKNOWN	256	224	R
mightybj	Vs. Mighty Bomb Jack (Japan)	Vs. Mighty Bomb Jack	Tecmo	1986	Platform / Run Jump Scrolling	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	240	R
mikiehs	Mikie (High School Graffiti)	Mikie	Konami	1984	Maze / Fighter	mikie	mikie	UNKNOWN	2	2	2	joy4way		UNKNOWN	60.59	V	UNKNOWN	UNKNOWN	256	224	R
mikiej	Shinnyuushain Tooru-kun	Shinnyuushain Tooru-kun	Konami	1984	Maze / Fighter	mikie	mikie	UNKNOWN	2	2	2	joy4way		UNKNOWN	60.59	V	UNKNOWN	UNKNOWN	256	224	R
mikie	Mikie	Mikie	Konami	1984	Maze / Fighter	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy4way		UNKNOWN	60.59	V	UNKNOWN	UNKNOWN	256	224	R
mikro80	Mikro-80	Mikro-80	<unknown>	1983	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	50.000000	H	UNKNOWN	UNKNOWN	512	256	UNKNOWN
mikron2	Mikron-2	Mikron-2	<unknown>	1986	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	50.000000	H	UNKNOWN	UNKNOWN	468	300	UNKNOWN
mikrosha	Mikrosha	Mikrosha	Lianozovo Electromechanical Factory	1987	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	50.000000	H	UNKNOWN	UNKNOWN	468	300	UNKNOWN
mil4000a	Millennium Nuovo 4000 (Version 1.8)	Millennium Nuovo 4000	Sure Milano	2000	UNKNOWN	mil4000	mil4000	UNKNOWN	2	5	1	joy8way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	320	240	R
mil4000b	Millennium Nuovo 4000 (Version 1.5)	Millennium Nuovo 4000	Sure Milano	2000	UNKNOWN	mil4000	mil4000	UNKNOWN	2	5	1	joy8way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	320	240	R
mil4000c	Millennium Nuovo 4000 (Version 1.6)	Millennium Nuovo 4000	Sure Milano	2000	UNKNOWN	mil4000	mil4000	UNKNOWN	2	5	1	joy8way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	320	240	R
mil4000	Millennium Nuovo 4000 (Version 2.0)	Millennium Nuovo 4000	Sure Milano	2000	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2	5	1	joy8way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	320	240	R
milano	Mephisto Milano Schachcomputer	Mephisto Milano Schachcomputer	Hegener & Glaser	1989	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	50.000000	H	UNKNOWN	UNKNOWN	100	20	UNKNOWN
milkin	Milkin' It (10251911, NSW/ACT)	Milkin' It	Aristocrat	200?	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	480	UNKNOWN
millipdd	Millipede Dux (hack)	Millipede Dux	hack (Two-Bit Score)	1982	UNKNOWN	milliped	milliped	UNKNOWN	2	1	2	trackball		UNKNOWN	60	V	UNKNOWN	UNKNOWN	256	240	R
milliped	Millipede	Millipede	Atari	1982	Shooter / Gallery	UNKNOWN	UNKNOWN	UNKNOWN	2	1	2	trackball		UNKNOWN	60	V	UNKNOWN	UNKNOWN	256	240	R
millpac	Millpac (bootleg of Centipede)	Millpac	bootleg? (Valadon Automation)	1980	Shooter / Gallery	centiped	centiped	UNKNOWN	2	1	2	trackball		UNKNOWN	60	V	UNKNOWN	UNKNOWN	256	240	R
millsun	Millennium Sun	Millennium Sun	<unknown>	200?	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	1	8	1	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	512	256	R
mimonkey	Mighty Monkey	Mighty Monkey	Universal Video Games	1982	Shooter / Flying Horizontal	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy8way		UNKNOWN	60.606061	V	UNKNOWN	UNKNOWN	256	224	R
mimonsco	Mighty Monkey (bootleg on Super Cobra hardware)	Mighty Monkey	bootleg	1982	Shooter / Flying Horizontal	mimonkey	mimonkey	UNKNOWN	2	2	2	joy8way		UNKNOWN	60.606061	V	UNKNOWN	UNKNOWN	256	224	R
mimonscra	Mighty Monkey (Kaina Games, bootleg on Scramble hardware)	Mighty Monkey	bootleg (Kaina Games)	1982	Shooter / Flying Horizontal	UNKNOWN	mimonkey	mimonkey	UNKNOWN	UNKNOWN	2	UNKNOWN		UNKNOWN	60.606061	V	3	4	256	224	R
mimonscr	Mighty Monkey (bootleg on Scramble hardware)	Mighty Monkey	bootleg	1982	Shooter / Flying Horizontal	mimonkey	mimonkey	UNKNOWN	2	2	2	joy8way		UNKNOWN	60.606061	V	UNKNOWN	UNKNOWN	256	224	R
minasan	Minasan no Okagesamadesu! Dai Sugoroku Taikai (MOM-001 ~ MOH-001)	Minasan no Okagesamadesu! Dai Sugoroku Taikai	Monolith Corp.	1990	Tabletop / Mahjong	neogeo	neogeo	UNKNOWN	2	4	1	joy8way		UNKNOWN	59.185606	H	UNKNOWN	UNKNOWN	320	224	R
minefldfe	Minefield (The Logicshop, bootleg)	Minefield	bootleg (The Logicshop)	1983	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.606061	V	UNKNOWN	UNKNOWN	256	224	UNKNOWN
minefld	Minefield	Minefield	Stern Electronics	1983	Shooter / Driving Horizontal	UNKNOWN	UNKNOWN	UNKNOWN	2	1	1	doublejoy8way		UNKNOWN	60.606061	V	UNKNOWN	UNKNOWN	256	224	R
minemine	Mine, Mine, Mine (Export)	Mine, Mine, Mine	Aristocrat	1996	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	400	UNKNOWN
mineswpr4	Minesweeper (4-Player)	Minesweeper	Amutech	1977	UNKNOWN	mineswpr	mineswpr	UNKNOWN	1	1	4	joy4way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	224	R
mineswpr	Minesweeper	Minesweeper	Amutech	1977	Maze / Surround	UNKNOWN	UNKNOWN	UNKNOWN	1	1	2	joy4way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	224	R
minferno	Inferno (Meadows)	Inferno	Meadows Games, Inc.	1978	Shooter / 3rd Person	UNKNOWN	UNKNOWN	UNKNOWN	1	1	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	184	R
mini2440	Mini2440	Mini2440	FriendlyARM	2009	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	240	320	UNKNOWN
miniboy7a	Mini Boy 7 (set 2)	Mini Boy 7	Bonanza Enterprises, Ltd	1983	UNKNOWN	UNKNOWN	miniboy7	UNKNOWN	2	4	0>	joy8way		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	296	296	R
miniboy7	Mini Boy 7	Mini Boy 7	Bonanza Enterprises, Ltd	1983	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2	4	0	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	296	296	R
minigol2	Mini Golf (set 2)	Mini Golf	UNKNOWN	1985	Sports / Golf	UNKNOWN	UNKNOWN	minigolf	UNKNOWN	UNKNOWN	1	UNKNOWN		UNKNOWN	60	H	4	3	256	240	R
minigolf2	Mini Golf (set 2)	Mini Golf	Bally/Sente	1985	UNKNOWN	minigolf	minigolf	UNKNOWN	2	1	1	trackball		UNKNOWN	59.185606	H	UNKNOWN	UNKNOWN	256	240	R
minigolf	Mini Golf (11/25/85)	Mini Golf	Bally/Sente	1985	Sports / Golf	UNKNOWN	UNKNOWN	UNKNOWN	2	1	1	trackball		UNKNOWN	59.185606	H	UNKNOWN	UNKNOWN	256	240	R
minivadr	Mini Vaders	Mini Vaders	Taito Corporation	1990	Shooter / Gallery	UNKNOWN	UNKNOWN	UNKNOWN	1	1	1	joy2way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	224	R
mirage	Mirage Youjuu Mahjongden (Japan)	Mirage Youjuu Mahjongden	Mitchell	1994	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2	2	1	lightgun	TRUE	UNKNOWN	58	H	UNKNOWN	UNKNOWN	320	240	R
miraxa	Mirax (set 2)	Mirax	Current Technologies	1985	Shooter / Flying (chase view)	mirax	mirax	UNKNOWN	2	1	2	joy8way		UNKNOWN	60	V	UNKNOWN	UNKNOWN	256	240	R
mirax	Mirax (set 1)	Mirax	Current Technologies	1985	Shooter / Flying (chase view)	UNKNOWN	UNKNOWN	UNKNOWN	2	1	2	joy8way		UNKNOWN	60	V	UNKNOWN	UNKNOWN	256	240	R
